5EE2C4D3BF57BDB455E74B03B89E43A7,0.100000,1357016409,168,157,168,157,2.500000,0.000000
42730E78D8BE872B52598742914DECFF,0.010000,1357016460,255,255,255,255,2.500000,0.000000
CA6CD9BAED6A85E430F7BFC0BC84ABD0,2.200000,1357016420,159,160,159,160,3.000000,0.000000
15162141EA7436635C696F5BC023D2D6,0.200000,1357016414,163,160,162,159,3.000000,0.000000
025B98A22ED771118FC0EB44A0D3BD9D,0.300000,1357016440,169,155,168,155,3.000000,0.000000
07290D3599E7A0D62097A346EFCC1FB5,0.440000,1357016400,170,163,170,162,3.500000,0.000000
22D70BF00EEB0ADC83BA8177BB861991,0.000000,1357016520,255,255,255,255,27.000000,0.000000
E79E74C15D90CD93B1564E91E3D64765,0.450000,1357016460,154,163,153,164,3.500000,0.000000
FD39403FDE46B6C753DDD6518A4365D7,0.340000,1357016460,172,155,172,155,3.500000,0.800000
E0F370CA508B7E8F639D7FAB3798F399,1.200000,1357016495,161,159,161,159,2.500000,0.000000
08E54F4C460720DDE43460E354486FBC,0.500000,1357016400,164,155,163,155,4.000000,1.000000
81124DBD6AB03F24B895D5CF04AAACA2,0.000000,1357016562,185,192,185,193,20.000000,0.000000
8287BE67DA22E4ABB34A4E6709402BFF,0.000000,1357016526,168,157,168,157,2.500000,0.000000
0CEBE42EAF42C338052FAE8D61612C58,1.560000,1357016400,172,154,153,160,6.500000,0.000000
0EC22AAF491A8BD91F279350C2B010FD,0.710000,1357016460,162,160,160,161,4.000000,0.000000
1390FB380189DF6BBFDA4DC847CAD14F,0.480000,1357016460,169,155,168,155,4.000000,0.000000
319AE2555940BA65DB0749E1DD1FBA0B,0.390000,1357016400,166,157,166,157,4.000000,0.900000
3B4129883A1D05BE89F2C929DE136281,0.610000,1357016460,168,157,166,157,4.000000,0.000000
3E7DB7D3DC9961BA3A304E5B4B419E5F,1.520000,1357016400,156,163,153,165,6.000000,0.000000
557B02E4BC71B16C0EBC9CEE6F757822,0.410000,1357016460,164,159,163,159,4.000000,0.000000
5CC9B3C9725FCD7FAE490B4C614D57EE,0.640000,1357016400,169,155,166,156,4.500000,0.000000
5FAA7F69213D26A42FA435CA9511A4FF,0.000000,1357016520,255,255,255,255,2.500000,0.250000
BE4A6F08A4E9CA26DEBBD511A15E5D89,0.900000,1357016400,156,164,154,165,4.500000,0.000000
DFBFA82ECA8F7059B89C3E8B93DAA377,0.390000,1357016520,156,157,155,159,3.000000,0.700000
E07A1976036B82DA9CB3EB5F5B8DA4B3,0.010000,1357016460,159,157,159,157,3.000000,0.000000
F07E8A597F1DF9BB32803DC3D5CB0DC5,0.770000,1357016520,155,165,157,164,4.500000,0.000000
FCA03DFDEACC34617F65E2B0D30A1ADB,0.340000,1357016520,159,160,159,160,3.000000,0.000000
1920DC2DE67BFC92C700DAE5A0C80E21,0.700000,1357016402,165,159,166,159,4.500000,0.000000
79E7DAB478510728043D760E44F8196B,0.800000,1357016455,159,162,157,163,4.500000,1.500000
02B072BC2EE4ECC6960A29B645B3B448,0.500000,1357016500,164,156,163,155,4.000000,0.000000
423AF240E03E7D43309611CC9C256452,0.800000,1357016410,165,159,166,157,5.000000,1.500000
7EEAE7CDAFC4D42FEF61D5F69246F671,0.800000,1357016495,157,168,161,166,4.500000,0.000000
1E5F4C1CAE7AB3D06ABBDDD4D9DE7FA6,0.000000,1357016580,162,156,255,255,2.500000,0.000000
468244D1361B8A3EB8D206CC394BC9E9,1.710000,1357016400,156,163,160,161,6.500000,0.000000
489ED3944E97C1A5C81EE39CE28D37E1,0.360000,1357016520,166,157,166,157,3.500000,0.800000
5F78CC6D4ECD0541B765FECE17075B6F,1.210000,1357016400,153,160,255,255,6.000000,1.300000
671B86ED447C7256041F6A24D4A31A7D,0.000000,1357016520,255,255,255,255,4.250000,0.000000
6BA29E9A69B10F218C1509BEDD7410C2,0.740000,1357016460,161,160,162,160,4.500000,0.000000
75C90377AB710B04772D21ACBE3C52FB,0.000000,1357016580,255,255,255,255,3.000000,0.070000
87EC61B520189EFEAD8FDFBABD756E4A,0.720000,1357016520,154,159,155,157,4.500000,0.000000
95B715EA4F75E724331990880E47CD4C,0.850000,1357016400,163,154,165,154,5.000000,1.650000
97589BDFC2C63459FAD5C7C2A477D1E0,0.570000,1357016460,169,156,168,155,4.500000,0.000000
9E0FF4A265C054381E44CC424E964D3E,0.410000,1357016520,163,165,159,169,4.000000,0.000000
C306CAC565429C12852164EB38175736,0.840000,1357016460,152,165,152,166,4.500000,0.000000
C4D6E189EF44EB83E2D058D67F490E3A,0.000000,1357016580,169,157,255,255,2.500000,0.000000
DCD53B734DC01B1FBA28223094424383,1.590000,1357016400,163,166,160,169,6.500000,0.000000
DD467ED2E7DDB5C8B9B918469604E54F,0.950000,1357016460,163,159,163,157,5.000000,0.000000
DF474EED0424EB71E5641EE88B616751,0.920000,1357016460,166,157,164,159,4.500000,1.250000
F8A0B52B22BB58B3C45E66CEE135C29D,0.000000,1357016580,161,166,161,166,2.500000,0.250000
46D8364DDA0DFC3B93D6E3F4B2C46CFB,0.200000,1357016535,161,156,160,156,3.000000,0.000000
D242F08982116B6C6EBEF33FBCC14513,0.500000,1357016446,170,157,169,157,4.000000,0.000000
39AC06174E0C41C05AEA1C1227FD5907,0.600000,1357016517,157,163,157,164,4.000000,0.000000
784131EEAAFACD3B839E9B48C051FC2C,0.800000,1357016416,170,163,171,161,4.500000,0.000000
5191086622F86A17B025EDBD077E8BB0,0.000000,1357016646,160,157,160,157,2.500000,0.000000
