3046,18
1143,126
11953,1
11014,1
4372,8
5255,6
13351,1
15190,1
11600,1
11809,1
12483,1
4195,9
6034,4
5143,6
7046,3
8596,2
8805,2
7215,3
14620,1
15503,1
10668,2
10813,2
11487,1
13262,1
10540,2
11359,1
958,177
15375,1
8485,2
10183,2
8788,2
1895,47
2198,35
3094,17
2433,28
11510,1
9031,2
6880,3
6513,4
13111,1
14801,1
15526,1
4808,7
4441,8
5166,6
13454,1
11039,1
12904,1
3915,11
2298,32
8888,2
8457,2
13828,1
13239,1
6641,4
7238,3
3222,16
871,212
9509,2
9812,2
9159,2
5294,6
4569,8
2879,20
4178,9
7629,3
5923,5
9246,2
8585,2
12665,1
13032,1
9701,2
1716,57
1285,100
14878,1
9248,2
1809,51
1152,124
9647,2
8252,2
12364,1
13823,1
2901,20
2244,33
6356,4
7077,3
15847,1
14452,1
12300,1
13759,1
2252,33
1570,68
2909,19
6332,4
6925,3
11930,1
10603,2
15946,1
965,174
5977,4
4654,7
5320,6
13480,1
14811,1
14137,1
15424,1
499,590
15149,1
15823,1
14428,1
11133,1
10476,2
2060,39
3519,13
15457,1
675,341
7984,3
1490,75
10971,1
9273,2
10152,2
11100,1
11983,1
10285,2
5225,6
6040,4
2811,21
1864,48
13460,1
14181,1
8695,2
9284,2
6906,3
7499,3
1364,89
199,2841
1573,68
3891,11
1501,74
2210,34
12179,1
5517,5
6162,4
9055,2
15566,1
9772,2
6553,4
7278,3
449,712
2855,20
1110,133
7436,3
6335,4
15852,1
15997,1
12792,1
12873,1
7307,3
4376,8
14174,1
13001,1
4504,8
4713,7
3323,15
328,1232
15130,1
9877,2
215,2504
1444,80
1589,66
3346,15
141,4930
15569,1
14758,1
13879,1
8160,2
7281,3
10859,2
11674,1
4277,9
3386,14
10429,2
9474,2
3839,11
2892,20
1057,147
1872,48
6851,3
11060,1
11943,1
8662,2
2149,36
2964,19
7799,3
4582,8
2836,21
3719,12
1631,63
6606,4
812,242
2707,23
10803,2
8413,2
11682,1
15140,1
15959,1
12742,1
6165,4
7044,3
5016,6
4201,9
840,227
3835,11
11558,1
11200,1
10321,2
5317,6
10570,2
1205,114
6458,4
12738,1
13907,1
7325,3
4450,8
9429,2
14682,1
15915,1
1141,127
2020,41
5253,6
10506,2
15293,1
13826,1
13285,1
12830,1
14217,1
6603,4
5208,6
5929,5
4015,10
2620,24
8191,2
6732,4
14390,1
15777,1
995,165
7792,3
11537,1
11904,1
6294,4
5991,4
4979,6
5346,6
13267,1
803,247
2509,26
1106,134
13161,1
12440,1
5726,5
5065,6
953,179
1550,70
2897,20
3622,12
2240,33
889,204
232,2208
6352,4
7073,3
7734,3
5595,5
6312,4
6969,3
9611,2
10264,2
2296,32
2889,20
2226,34
3843,11
9980,2
9549,2
4250,9
5995,4
11310,1
10952,1
10585,2
3214,16
4895,7
9852,2
9199,2
1062,145
704,315
337,1176
6409,4
6840,3
14155,1
12538,1
13183,1
11502,1
3063,18
3652,12
13845,1
13700,1
14543,1
15708,1
15917,1
15387,1
15242,1
11226,1
11435,1
8504,2
1075,142
3805,11
930,187
8327,2
9492,2
7942,3
6833,3
14142,1
12760,1
12969,1
10801,2
10656,2
2705,23
3942,10
1664,60
1297,99
5537,5
5840,5
4150,9
12183,1
10852,2
14335,1
12876,1
4541,8
7170,3
365,1024
668,347
8764,2
10159,2
11096,1
9931,2
10281,2
3358,15
2185,35
6265,4
7144,3
4992,6
4113,10
5229,6
6044,4
14140,1
12975,1
10060,2
8959,2
2306,31
1213,112
1084,140
431,766
10093,2
9372,2
8320,2
8977,2
13878,1
12496,1
13217,1
14639,1
7196,3
6543,4
777,263
184,3227
7579,3
4200,9
15018,1
15675,1
2849,20
5571,5
2128,37
13667,1
12946,1
417,811
720,303
1078,141
8816,2
4736,7
4369,8
14856,1
14267,1
6521,4
6888,3
3923,11
2242,33
154,4290
1899,46
15797,1
8250,2
3871,11
4238,9
8318,2
9705,2
15729,1
5943,5
7633,3
6310,4
3226,16
2923,19
15036,1
14605,1
6637,4
5234,6
5625,5
4174,9
13960,1
13593,1
11585,1
12016,1
559,481
13023,1
13373,1
14252,1
5590,5
7988,3
6823,3
4621,8
4540,8
9142,2
11271,1
1520,72
1601,65
1640,62
2971,19
11434,1
11067,1
3584,13
13235,1
9362,2
9059,2
963,175
7457,3
7760,3
12079,1
3983,10
2588,25
6461,4
8159,2
6828,3
580,450
2039,40
4453,8
4756,7
12879,1
3582,13
6361,4
575,457
7598,3
8863,2
10092,2
4458,8
15144,1
13915,1
12746,1
12815,1
3518,13
3200,16
3857,11
8675,2
15472,1
8097,3
7376,3
6710,4
7101,3
5634,5
14412,1
15871,1
4563,8
14050,1
12659,1
3786,11
1064,145
2395,29
4180,9
5575,5
4901,7
13671,1
14998,1
10822,2
12273,1
1463,78
4,472028
7583,3
6252,4
1930,45
27,52218
10026,2
4267,9
6106,4
7480,3
4082,10
2115,37
12050,1
8845,2
4399,8
7394,3
7027,3
15315,1
4173,9
5116,6
12314,1
11669,1
2632,24
2043,40
11278,1
10681,2
7773,3
7628,3
4898,7
10897,2
12134,1
2464,27
2609,24
1298,99
2189,35
6365,4
4659,7
5538,5
1177,119
366,1019
15967,1
15148,1
8654,2
3754,12
2363,30
14089,1
13496,1
11264,1
4531,8
8643,2
15440,1
355,1075
1682,59
10116,2
9237,2
14055,1
13172,1
5076,6
4261,9
8996,2
9815,2
10694,2
2093,38
2908,20
3791,11
1960,44
1081,140
2779,21
10875,2
11754,1
2533,26
10501,2
10932,2
4461,8
4764,7
5760,5
5393,6
13856,1
14472,1
15129,1
13350,1
12992,1
12625,1
688,329
257,1862
9725,2
10306,2
1676,60
1309,97
14386,1
14044,1
13741,1
5103,6
5756,5
12511,1
13885,1
13740,1
4078,10
4223,9
47,24911
8335,2
9500,2
13335,1
15238,1
5367,6
4420,8
8500,2
11222,1
9383,2
404,858
613,407
15718,1
14481,1
4564,8
4773,7
13543,1
12660,1
14475,1
13592,1
15664,1
8355,2
10194,2
7568,3
7777,3
5174,6
4816,7
4513,8
12912,1
12259,1
3413,14
3780,11
11876,1
11159,1
13311,1
13900,1
12090,1
12981,1
7358,3
8975,2
2457,28
3182,16
13151,1
13868,1
11470,1
433,759
1030,154
15892,1
15239,1
11900,1
11247,1
3501,13
50,22863
3804,11
9892,2
9175,2
9525,2
441,735
1038,152
4553,8
5214,6
12649,1
12952,1
14593,1
15024,1
3110,17
2385,29
2752,22
10848,2
57,19025
3803,11
936,185
11899,1
10730,2
5285,6
6100,4
14196,1
13031,1
1045,150
1924,45
8791,2
11718,1
10020,2
5401,5
5768,5
15761,1
14438,1
7473,3
7840,3
3824,11
3393,14
8979,2
9346,2
2397,29
1058,146
2764,22
6413,4
6844,3
10670,2
13887,1
11481,1
4972,6
5791,5
14846,1
1615,64
13531,1
14760,1
14905,1
5243,6
5098,6
5211,6
6440,4
5066,6
13744,1
13825,1
4982,6
5857,5
7881,3
7006,3
9455,2
8572,2
476,642
3890,11
685,332
2992,18
2049,40
7308,3
7965,3
12866,1
8754,2
11484,1
12205,1
14874,1
10133,2
10079,2
8748,2
14542,1
6254,4
7577,3
8785,2
10022,2
8640,2
14198,1
13025,1
4609,8
4528,8
12574,1
13449,1
5976,4
6859,3
5161,6
3708,12
3055,18
8242,2
11996,1
11693,1
1700,58
983,168
1333,94
14362,1
9621,2
10944,1
10577,2
11302,1
4091,10
584,444
4914,7
7853,3
7644,3
13805,1
14450,1
3134,17
2776,21
2473,27
6425,4
6792,3
3310,15
4991,6
9103,2
9756,2
15703,1
14372,1
12998,1
2260,33
2981,19
7095,3
7684,3
3015,18
3668,12
3365,14
5063,6
5716,5
5413,5
15510,1
13159,1
10737,2
11334,1
1540,70
951,179
2895,20
13566,1
5459,5
4802,7
15894,1
15233,1
7926,3
4423,8
13528,1
12862,1
14249,1
2041,40
590,436
5262,6
2847,20
13358,1
12633,1
13000,1
6609,4
4919,7
7334,3
10625,2
11286,1
4274,9
5891,5
8290,2
11677,1
5999,4
12589,1
14287,1
12892,1
14980,1
14613,1
6692,4
8023,3
4294,9
1584,67
7075,3
7378,3
9569,2
9872,2
13888,1
3059,18
15711,1
14380,1
8910,2
7133,3
4403,8
5794,5
13368,1
14763,1
13987,1
11056,1
12754,1
73,13341
1016,158
15995,1
14826,1
7662,3
639,377
3892,11
2727,22
1494,75
7409,3
6470,4
14007,1
13060,1
3004,18
2061,39
10477,2
9586,2
8526,2
9465,2
1049,149
1928,45
11409,1
10598,2
3121,17
4000,10
5990,4
4753,7
12704,1
12849,1
14728,1
14873,1
8014,3
6905,3
4757,7
3866,11
13527,1
12708,1
12853,1
13333,1
14212,1
1908,46
743,285
15405,1
15055,1
6676,4
8071,3
9649,2
8198,2
10458,2
12203,1
8760,2
10131,2
4114,10
7565,3
5230,6
4505,8
13518,1
11103,1
11820,1
14943,1
9678,2
153,4334
1390,86
2225,34
3334,15
11750,1
8823,2
6337,4
4647,7
7510,3
4514,8
7389,3
5683,5
11803,1
10634,2
13126,1
14065,1
6404,4
7351,3
9053,2
11810,1
8396,2
2312,31
1211,113
12752,1
14134,1
12961,1
3299,15
4464,8
4351,9
5452,5
9837,2
9628,2
175,3498
1340,93
10292,2
11687,1
8918,2
2917,19
2196,35
1825,50
6595,4
1104,135
14691,1
12551,1
6384,4
6977,3
4312,9
5033,6
5694,5
14961,1
